age,study_hours,attendance_percentage,math_score,science_score,english_score,overall_score,travel_time_min,gender_male,gender_other,school_type_encoded,parent_education_encoded,internet_access_encoded,extra_activities_encoding,study_method_group_study,study_method_mixed,study_method_notes,study_method_online_videos,study_method_textbook,final_grade_encoded
14,1.7,91.3,29.1,46.6,40.8,44.0,75.0,1,0,0,0.0,1,1,0,0,0,0,0,4
18,4.2,70.6,69.7,71.9,55.9,69.1,45.0,0,1,0,4.0,1,0,0,0,1,0,0,3
16,4.3,71.8,66.0,73.7,62.2,70.3,7.5,1,0,1,0.0,1,0,0,0,0,1,0,2
18,3.4,53.0,39.1,31.6,34.5,40.0,45.0,0,1,1,5.0,1,0,0,0,0,0,0,4
14,4.5,64.4,53.7,68.1,54.1,59.2,7.5,0,0,0,1.0,1,0,0,0,1,0,0,3
15,7.4,54.1,74.3,99.7,76.5,87.5,45.0,0,0,1,5.0,1,0,0,0,0,1,0,1
16,3.8,57.1,55.5,51.3,55.0,48.8,75.0,1,0,1,0.0,1,1,1,0,0,0,0,4
15,1.5,71.3,27.0,30.2,38.5,32.5,7.5,1,0,0,2.0,1,1,0,0,1,0,0,5
15,5.5,70.4,74.5,82.2,61.5,63.2,22.5,0,1,1,2.0,0,1,0,0,1,0,0,3
17,0.7,96.8,45.0,45.6,26.8,38.2,45.0,0,0,1,0.0,1,0,0,0,0,0,1,5
14,7.6,56.0,74.0,61.4,71.1,77.6,75.0,0,1,0,2.0,1,0,1,0,0,0,0,2
18,7.5,57.5,82.6,94.5,88.1,87.9,45.0,0,1,1,1.0,0,0,0,0,0,0,0,1
14,1.2,87.5,13.5,46.3,21.7,34.9,22.5,1,0,0,2.0,1,1,0,1,0,0,0,5
15,4.6,51.1,66.7,56.7,45.3,58.4,7.5,0,0,0,2.0,1,1,0,0,0,0,1,3
17,6.5,82.5,95.2,80.5,90.3,93.4,45.0,0,1,0,1.0,1,0,1,0,0,0,0,1
18,4.0,87.4,80.5,88.2,60.3,75.8,22.5,0,0,0,4.0,1,1,1,0,0,0,0,2
15,4.1,81.4,58.2,70.5,74.0,67.4,75.0,0,0,1,3.0,1,0,0,0,0,0,1,3
15,7.8,64.4,86.2,98.5,87.4,86.1,45.0,0,0,1,5.0,0,0,0,0,0,0,0,1
19,2.2,55.2,23.7,38.5,49.4,36.2,75.0,0,1,0,4.0,1,0,1,0,0,0,0,5
19,4.4,99.7,65.3,58.8,63.1,75.7,45.0,0,1,0,1.0,1,0,0,0,0,1,0,2
17,1.4,93.0,68.4,62.7,48.3,55.3,7.5,0,1,1,1.0,1,0,1,0,0,0,0,3
16,2.8,86.5,48.2,58.7,59.4,51.8,7.5,0,0,1,5.0,1,0,0,0,0,0,0,4
16,6.9,59.4,71.0,63.0,80.2,72.6,45.0,0,0,1,1.0,1,1,0,0,0,1,0,2
17,5.9,71.5,54.6,94.8,53.4,69.4,7.5,0,0,1,0.0,0,0,0,0,0,0,1,3
17,5.1,85.5,65.1,65.8,90.1,74.9,22.5,1,0,1,3.0,1,1,0,1,0,0,0,2
15,1.4,55.1,18.7,23.0,22.3,30.2,45.0,0,1,0,5.0,1,0,1,0,0,0,0,5
14,6.9,97.9,96.9,100.0,100.0,100.0,7.5,1,0,1,1.0,1,0,1,0,0,0,0,0
14,2.7,97.8,52.3,45.4,56.2,58.8,7.5,0,1,1,3.0,1,0,0,0,0,1,0,3
19,4.5,57.5,58.8,61.4,71.0,62.3,7.5,0,0,0,2.0,1,1,0,0,0,0,1,3
16,2.3,59.9,54.4,42.4,28.0,49.2,22.5,0,1,1,2.0,1,0,0,0,0,1,0,4
16,4.4,68.2,83.2,68.8,100.0,69.0,45.0,0,1,0,2.0,1,0,0,0,0,1,0,3
16,4.7,72.5,64.8,50.3,60.1,60.3,22.5,0,0,0,0.0,1,0,0,1,0,0,0,3
18,3.1,72.0,47.6,78.2,71.2,58.1,7.5,0,0,1,2.0,1,1,0,0,1,0,0,3
14,4.3,84.4,57.5,61.8,71.5,70.7,45.0,0,0,0,1.0,1,0,0,0,0,0,1,2
14,3.5,73.5,46.4,64.0,60.3,56.5,75.0,0,0,0,4.0,1,1,0,0,0,0,1,3
15,5.7,59.2,77.3,61.5,85.9,75.9,7.5,1,0,1,1.0,1,0,0,0,0,1,0,2
16,4.6,63.1,69.4,57.6,76.9,59.3,7.5,1,0,1,5.0,1,0,0,0,0,1,0,3
18,7.1,70.6,85.8,89.6,76.3,76.3,7.5,0,1,1,0.0,1,0,0,0,0,0,1,2
16,0.9,76.0,48.7,29.6,44.1,28.0,22.5,0,1,1,2.0,1,1,0,1,0,0,0,5
16,0.7,96.2,45.7,60.1,47.1,46.8,7.5,1,0,1,1.0,1,1,0,0,1,0,0,4
19,1.9,54.8,31.0,34.5,42.5,36.4,45.0,1,0,0,2.0,1,0,0,1,0,0,0,5
14,1.4,90.2,52.0,59.2,54.9,52.6,45.0,0,0,0,4.0,1,0,0,0,1,0,0,4
17,4.4,65.5,51.0,71.4,71.4,69.3,45.0,0,1,0,5.0,1,1,0,0,0,0,1,3
17,2.0,86.4,53.0,43.5,51.0,53.1,7.5,0,1,0,4.0,0,1,0,0,0,1,0,4
16,0.6,62.9,27.4,42.7,27.9,31.0,22.5,0,1,0,3.0,1,1,1,0,0,0,0,5
18,2.6,69.3,30.1,34.0,40.5,42.2,45.0,1,0,0,3.0,1,0,0,0,0,0,0,4
15,4.3,72.2,77.4,69.3,74.3,64.6,45.0,1,0,0,5.0,0,1,0,0,0,0,1,3
19,5.9,87.5,74.9,80.7,94.4,82.4,75.0,0,0,0,5.0,0,1,1,0,0,0,0,2
15,3.8,58.3,50.9,59.1,36.1,55.9,7.5,1,0,1,4.0,1,0,0,1,0,0,0,3
17,7.7,67.3,72.7,88.8,84.2,88.3,75.0,0,0,0,0.0,1,0,0,0,0,1,0,1
17,2.0,76.4,49.5,68.7,30.6,48.0,22.5,0,0,1,1.0,1,0,0,0,0,0,0,4
19,4.4,82.9,92.9,80.7,75.3,73.4,22.5,0,1,0,1.0,1,1,0,0,1,0,0,2
16,2.4,53.8,50.5,44.9,35.6,48.5,75.0,1,0,0,1.0,1,1,0,0,1,0,0,4
15,6.6,54.7,86.0,73.1,62.7,75.1,22.5,0,1,0,5.0,1,0,0,0,0,0,1,2
14,1.9,85.9,50.1,56.8,53.5,56.7,75.0,0,1,1,0.0,1,0,0,0,1,0,0,3
16,7.7,68.3,97.5,86.9,75.7,90.9,45.0,0,1,1,5.0,1,1,0,1,0,0,0,1
18,5.9,58.3,60.0,54.9,73.2,67.6,22.5,0,1,0,4.0,1,0,0,0,1,0,0,3
14,4.7,63.2,49.6,80.9,62.2,60.2,22.5,0,1,0,3.0,1,0,0,0,0,0,1,3
19,4.5,79.9,77.5,82.6,65.9,73.2,75.0,1,0,1,1.0,0,1,0,0,0,0,1,2
17,3.2,97.7,78.4,57.8,69.0,64.3,75.0,0,0,0,1.0,1,0,0,1,0,0,0,3
14,0.7,86.6,37.1,48.0,41.5,45.8,75.0,0,0,1,4.0,1,1,1,0,0,0,0,4
15,7.4,89.9,99.7,100.0,97.4,96.6,75.0,0,1,1,4.0,1,0,0,1,0,0,0,0
17,6.5,80.4,55.3,70.7,100.0,75.0,22.5,1,0,0,3.0,1,0,1,0,0,0,0,2
15,1.5,68.6,28.2,21.1,36.6,39.1,75.0,0,0,1,3.0,1,1,0,1,0,0,0,5
14,1.4,98.1,76.3,42.1,51.3,50.3,75.0,1,0,1,4.0,1,0,0,0,0,0,1,4
17,2.8,54.1,43.4,36.5,55.7,48.2,75.0,1,0,1,4.0,0,1,1,0,0,0,0,4
18,6.2,90.4,85.3,91.1,100.0,91.6,22.5,0,1,1,4.0,0,0,0,0,0,0,1,1
14,4.3,62.9,58.2,38.9,45.7,51.9,45.0,1,0,0,1.0,1,1,0,0,0,0,0,4
15,5.4,80.4,67.0,86.2,73.8,77.7,75.0,0,1,0,0.0,1,0,0,0,0,0,0,2
15,0.5,99.1,53.7,49.6,53.2,47.6,22.5,0,1,1,2.0,1,1,1,0,0,0,0,4
17,7.4,92.1,100.0,100.0,95.4,100.0,45.0,0,1,0,2.0,1,1,0,0,0,1,0,0
18,1.7,92.5,47.1,56.5,53.0,50.5,75.0,1,0,0,2.0,1,1,0,0,0,0,1,4
18,2.9,91.2,65.0,39.6,70.0,50.5,7.5,1,0,1,3.0,1,0,0,0,0,0,0,4
19,7.6,72.7,65.5,59.2,78.9,81.4,45.0,0,0,0,5.0,1,0,0,0,0,0,0,2
18,6.0,69.7,70.7,82.9,69.9,74.5,7.5,0,0,0,4.0,1,1,0,0,1,0,0,2
15,4.3,75.9,82.4,62.1,87.3,69.2,75.0,0,1,1,4.0,1,1,0,0,1,0,0,3
14,7.0,64.3,100.0,97.6,86.0,90.7,22.5,0,0,0,4.0,1,0,0,0,0,0,1,1
17,1.0,73.9,30.4,33.8,38.1,35.1,45.0,1,0,1,2.0,1,1,0,0,0,0,0,5
19,1.1,56.3,27.3,36.1,15.1,34.1,7.5,0,1,0,3.0,1,0,0,0,0,1,0,5
19,1.7,94.6,58.1,65.2,62.3,55.8,7.5,0,1,0,2.0,1,0,1,0,0,0,0,3
15,2.5,86.8,26.4,38.4,48.7,46.2,75.0,0,0,1,4.0,1,1,0,1,0,0,0,4
15,5.8,53.1,68.2,60.8,53.2,68.1,75.0,0,1,0,5.0,1,1,1,0,0,0,0,3
14,4.5,83.0,63.5,74.2,60.4,60.8,22.5,0,1,0,2.0,1,1,0,0,0,0,0,3
14,3.7,87.9,56.4,73.4,73.7,64.1,45.0,0,0,0,4.0,1,1,0,0,1,0,0,3
17,6.4,93.1,95.9,100.0,90.5,96.0,7.5,1,0,1,0.0,1,1,0,0,0,0,0,0
17,2.9,66.5,55.8,42.3,50.6,55.8,7.5,0,0,0,2.0,1,0,0,0,0,1,0,3
16,1.1,81.5,30.2,43.0,56.8,45.1,45.0,0,0,0,5.0,0,1,0,1,0,0,0,4
15,3.5,63.8,60.9,51.2,61.0,61.6,7.5,0,1,0,4.0,0,0,0,0,0,0,1,3
18,6.2,92.4,68.4,76.2,89.4,82.6,45.0,0,1,0,3.0,1,1,1,0,0,0,0,2
16,4.1,93.8,62.8,61.3,81.9,69.4,45.0,0,0,0,1.0,0,1,0,0,0,0,1,3
18,7.8,53.8,74.4,69.1,71.1,79.6,7.5,0,0,1,4.0,0,1,0,0,0,0,0,2
19,6.9,64.3,92.7,77.4,69.6,77.6,45.0,0,0,0,5.0,1,1,0,0,0,1,0,2
15,6.4,55.1,85.0,67.5,80.0,76.4,7.5,0,0,0,2.0,1,1,0,1,0,0,0,2
15,6.3,69.9,97.2,77.2,73.8,81.9,22.5,0,0,0,4.0,1,0,0,1,0,0,0,2
19,4.9,50.3,45.7,43.3,51.7,51.8,45.0,0,0,1,3.0,0,0,0,1,0,0,0,4
17,7.3,89.1,97.1,100.0,100.0,100.0,22.5,0,0,0,2.0,1,0,0,0,0,0,1,0
15,4.9,71.6,65.5,65.2,70.4,62.9,7.5,0,1,0,1.0,1,1,0,0,0,1,0,3
17,3.3,76.7,52.9,56.9,48.7,51.9,45.0,1,0,1,3.0,1,1,0,0,0,1,0,4
17,2.0,87.1,59.1,46.6,65.7,47.9,7.5,1,0,1,2.0,0,1,0,0,0,0,1,4
19,6.6,85.6,91.5,84.4,100.0,84.7,75.0,0,1,1,3.0,1,0,0,0,0,0,1,2
15,3.3,65.7,65.0,58.1,47.6,55.8,75.0,0,1,0,0.0,1,1,1,0,0,0,0,3
19,6.4,89.1,87.8,100.0,100.0,90.6,75.0,0,0,0,2.0,1,0,0,1,0,0,0,1
19,7.9,82.0,100.0,100.0,93.9,99.6,22.5,0,0,1,4.0,1,0,0,0,0,0,1,0
15,3.5,60.9,48.2,54.1,38.2,53.1,7.5,0,0,1,5.0,1,1,0,0,0,1,0,4
14,3.1,51.5,64.0,30.7,41.0,40.1,75.0,0,0,0,1.0,1,0,0,0,0,1,0,4
17,1.8,87.8,41.3,51.2,49.3,44.4,45.0,1,0,1,3.0,1,0,1,0,0,0,0,4
14,4.1,58.3,66.5,60.4,59.6,65.1,22.5,0,0,1,1.0,1,1,0,0,1,0,0,3
15,5.4,55.6,66.6,54.5,56.5,58.9,7.5,1,0,1,4.0,1,1,0,0,1,0,0,3
16,2.8,71.0,73.9,48.0,57.2,49.9,75.0,1,0,0,2.0,1,0,0,1,0,0,0,4
19,4.1,96.1,88.3,79.0,60.4,77.6,22.5,0,0,1,4.0,0,1,0,0,0,0,0,2
19,4.5,85.9,62.3,80.5,69.6,70.8,22.5,0,1,0,2.0,1,0,0,1,0,0,0,2
14,2.6,89.9,76.6,56.0,53.7,65.9,75.0,1,0,0,1.0,1,0,0,0,0,0,0,3
19,0.7,63.5,24.5,45.8,35.5,40.4,45.0,0,1,1,3.0,1,1,0,1,0,0,0,4
14,2.1,91.8,55.1,57.3,76.4,60.3,22.5,0,0,0,3.0,0,1,0,1,0,0,0,3
18,6.5,70.8,70.7,100.0,81.5,78.5,75.0,0,1,0,4.0,0,1,1,0,0,0,0,2
19,2.6,99.0,63.3,66.1,91.2,67.5,22.5,0,0,0,4.0,1,0,0,0,0,0,1,3
19,0.6,78.5,47.8,50.8,34.7,40.0,22.5,0,1,0,4.0,1,0,0,0,1,0,0,4
15,3.7,80.3,80.4,86.9,81.8,69.4,7.5,0,0,0,5.0,1,0,0,0,1,0,0,3
19,5.6,95.8,90.7,68.2,87.4,78.2,7.5,0,1,1,2.0,1,0,0,0,0,0,0,2
14,6.1,97.4,74.6,79.5,62.7,79.7,7.5,0,0,1,3.0,1,0,0,0,0,1,0,2
17,3.6,50.9,35.7,55.2,44.2,50.2,22.5,0,0,1,2.0,1,0,1,0,0,0,0,4
16,4.8,61.6,67.2,53.4,76.5,62.3,75.0,0,0,1,3.0,1,1,0,0,0,1,0,3
15,6.1,80.7,85.1,78.8,87.3,82.9,75.0,0,1,1,0.0,1,1,0,0,0,0,1,2
14,7.2,50.2,67.1,82.3,77.3,85.1,7.5,0,1,0,5.0,1,1,0,0,0,0,0,1
18,5.3,65.9,71.9,83.5,58.9,75.5,45.0,1,0,1,3.0,1,1,0,0,0,0,1,2
16,5.7,59.8,50.7,77.3,42.1,61.0,22.5,0,1,1,3.0,1,0,0,0,0,1,0,3
17,1.2,76.2,11.7,31.3,41.9,33.1,75.0,0,1,0,5.0,1,1,0,0,0,0,1,5
16,3.7,79.9,66.8,55.7,53.7,65.3,22.5,0,1,0,2.0,0,0,0,0,1,0,0,3
16,7.2,59.5,75.7,100.0,98.7,82.2,22.5,0,0,0,2.0,1,1,0,0,0,1,0,2
19,1.7,76.8,31.5,43.5,47.9,37.8,45.0,0,0,1,3.0,1,0,1,0,0,0,0,5
14,2.8,69.8,41.5,48.7,14.4,40.8,7.5,0,1,1,5.0,1,0,0,0,1,0,0,4
18,5.6,99.5,61.0,63.7,85.1,80.5,22.5,0,0,1,1.0,1,1,0,0,0,0,0,2
18,7.3,53.3,63.6,58.7,67.7,74.8,7.5,0,0,0,0.0,1,1,1,0,0,0,0,2
16,0.9,92.0,38.7,32.7,35.0,36.3,22.5,0,0,1,0.0,0,1,0,0,0,0,1,5
15,7.0,100.0,100.0,100.0,100.0,100.0,7.5,0,0,0,4.0,1,0,0,1,0,0,0,0
14,2.2,77.1,70.5,57.3,54.6,57.0,75.0,1,0,0,0.0,1,0,0,0,1,0,0,3
19,7.0,84.0,85.2,77.0,86.5,83.1,22.5,1,0,0,4.0,1,0,0,0,0,1,0,2
19,7.2,56.4,89.5,72.6,71.4,83.7,22.5,1,0,0,5.0,1,0,1,0,0,0,0,2
15,6.3,67.5,83.8,91.4,91.5,82.9,22.5,0,0,0,4.0,1,0,1,0,0,0,0,2
14,7.4,59.1,91.7,88.2,66.9,83.0,22.5,0,0,1,1.0,1,0,0,1,0,0,0,2
14,7.7,79.2,81.9,87.0,90.2,93.4,7.5,0,0,0,3.0,1,0,0,0,1,0,0,1
14,7.4,97.1,86.6,92.9,90.5,93.7,45.0,0,1,1,2.0,1,0,0,0,0,0,1,1
18,4.3,51.5,58.1,50.9,74.3,59.2,7.5,1,0,0,0.0,1,0,0,0,0,1,0,3
19,4.0,74.7,51.9,43.5,40.9,52.0,7.5,0,0,1,1.0,1,0,0,0,1,0,0,4
14,1.3,86.2,33.2,47.7,49.0,45.7,45.0,1,0,1,4.0,1,1,1,0,0,0,0,4
18,2.1,71.5,27.5,63.8,50.8,43.5,22.5,1,0,1,3.0,0,1,0,0,1,0,0,4
15,5.4,76.9,71.6,83.8,88.4,80.8,45.0,0,0,1,2.0,1,0,0,0,0,0,1,2
16,1.5,72.6,40.5,53.8,45.1,47.9,7.5,1,0,1,4.0,1,0,1,0,0,0,0,4
17,7.6,79.9,97.5,91.6,100.0,94.3,75.0,1,0,1,3.0,1,0,0,0,0,0,0,1
18,2.2,53.4,14.0,32.5,49.1,34.9,45.0,0,1,0,5.0,1,0,1,0,0,0,0,5
19,1.2,77.3,65.3,48.5,34.6,42.4,22.5,0,1,0,0.0,1,0,0,0,1,0,0,4
14,2.3,75.6,41.5,52.7,46.8,50.4,75.0,1,0,0,1.0,1,0,0,0,0,0,0,4
15,0.9,59.1,15.7,37.5,32.7,32.1,45.0,1,0,0,1.0,1,1,0,0,0,0,0,5
15,1.7,76.7,30.1,32.0,35.4,43.8,75.0,1,0,0,2.0,1,0,1,0,0,0,0,4
15,4.9,73.2,60.0,60.3,77.5,61.5,45.0,0,0,1,5.0,1,1,0,0,1,0,0,3
19,2.7,79.7,45.4,54.9,52.5,55.0,45.0,0,1,0,2.0,1,0,0,0,0,1,0,4
18,6.5,78.2,78.6,86.6,78.4,80.6,75.0,1,0,0,1.0,1,1,0,0,0,0,0,2
15,3.5,70.2,51.9,59.7,46.0,56.1,75.0,1,0,1,0.0,1,1,0,0,1,0,0,3
19,5.9,89.1,89.1,81.1,92.8,88.2,45.0,0,0,0,2.0,0,1,0,0,1,0,0,1
16,5.8,67.9,74.9,87.5,83.6,76.2,22.5,0,1,1,1.0,1,0,0,0,0,0,1,2
17,1.5,73.7,52.6,62.2,36.5,48.6,7.5,0,0,1,1.0,1,1,0,0,0,1,0,4
16,0.9,71.3,48.3,26.2,38.3,31.9,7.5,0,1,1,0.0,1,1,0,1,0,0,0,5
14,6.8,74.3,77.4,71.8,89.9,81.6,22.5,0,0,1,3.0,0,0,0,0,1,0,0,2
19,5.8,90.0,69.3,73.0,83.0,79.9,22.5,1,0,0,4.0,1,0,0,0,0,0,0,2
14,1.8,85.5,50.1,34.4,31.9,41.0,45.0,0,0,0,4.0,1,1,0,0,0,0,1,4
15,5.6,52.1,62.1,58.2,55.2,58.3,7.5,0,1,1,0.0,1,1,1,0,0,0,0,3
15,3.0,74.7,60.0,71.7,45.2,61.2,75.0,0,0,1,5.0,1,1,0,0,0,0,0,3
15,0.9,56.2,40.0,37.3,24.3,38.3,75.0,1,0,0,3.0,1,1,1,0,0,0,0,5
14,2.2,86.5,39.3,56.9,53.2,44.9,7.5,1,0,1,3.0,1,1,0,0,0,0,1,4
14,6.2,99.3,94.2,97.4,95.1,80.8,75.0,0,0,0,5.0,1,0,0,0,0,1,0,2
18,3.4,80.9,64.4,65.3,51.6,55.1,45.0,0,0,1,1.0,1,0,0,1,0,0,0,3
19,4.6,69.0,72.9,80.2,76.2,70.4,7.5,0,0,1,3.0,1,0,0,0,1,0,0,2
14,1.5,53.6,34.3,46.6,31.7,37.6,7.5,0,0,0,0.0,0,1,0,0,1,0,0,5
15,1.2,66.6,28.2,46.6,45.0,45.9,45.0,0,0,1,2.0,1,0,0,0,0,0,1,4
17,2.3,76.3,66.5,47.9,62.9,58.8,75.0,0,0,1,1.0,1,0,0,0,0,1,0,3
19,4.0,94.0,66.7,77.4,71.0,65.9,45.0,1,0,0,1.0,1,1,0,1,0,0,0,3
18,6.9,75.6,90.1,89.0,76.0,80.4,75.0,0,0,1,3.0,1,1,0,0,0,1,0,2
18,6.2,99.2,67.3,67.6,89.8,81.6,22.5,0,0,0,0.0,1,1,0,0,0,1,0,2
17,1.7,68.5,39.7,39.4,29.3,41.3,75.0,0,1,0,5.0,1,0,1,0,0,0,0,4
16,1.0,50.0,32.0,34.4,49.2,34.5,75.0,0,1,1,1.0,1,1,0,0,0,0,1,5
15,2.2,81.4,36.0,50.8,46.0,54.8,75.0,0,0,1,0.0,1,1,0,0,0,1,0,4
19,6.9,61.0,58.8,83.5,79.5,73.9,7.5,1,0,0,2.0,1,1,0,0,1,0,0,2
18,4.4,62.2,60.8,66.3,42.9,58.1,75.0,1,0,1,2.0,0,0,0,0,0,0,1,3
14,6.6,50.9,100.0,86.2,67.1,79.1,45.0,1,0,0,3.0,1,0,0,0,0,1,0,2
18,3.3,76.6,66.8,52.0,37.1,54.0,22.5,1,0,0,4.0,1,1,1,0,0,0,0,4
14,4.9,62.4,42.2,53.0,47.2,60.4,75.0,0,1,0,3.0,0,0,0,0,0,1,0,3
18,5.0,99.7,87.3,98.0,97.2,85.4,45.0,1,0,0,3.0,1,1,1,0,0,0,0,1
18,5.2,91.8,69.8,68.0,73.5,76.9,22.5,1,0,1,4.0,1,1,0,0,1,0,0,2
14,4.0,86.1,63.2,42.4,62.8,56.7,7.5,0,0,0,3.0,1,1,0,0,1,0,0,3
16,2.3,67.7,53.8,50.8,58.3,52.6,75.0,1,0,0,0.0,1,0,0,0,0,0,0,4
14,3.7,53.6,52.9,57.7,65.6,59.2,22.5,0,1,1,2.0,0,0,1,0,0,0,0,3
17,7.8,83.4,100.0,100.0,100.0,100.0,45.0,0,1,1,4.0,1,0,0,0,0,1,0,0
19,2.5,51.1,41.1,48.8,38.2,40.5,7.5,0,1,0,1.0,1,1,0,0,0,0,1,4
14,5.9,72.1,84.2,91.1,77.6,81.7,22.5,0,0,1,5.0,1,0,0,0,0,0,1,2
16,7.6,52.6,86.6,93.4,71.9,86.6,45.0,0,0,1,2.0,1,1,0,0,0,0,1,1
19,4.7,78.0,67.9,62.6,68.7,67.8,22.5,0,0,1,1.0,1,0,1,0,0,0,0,3
15,4.2,78.0,62.7,62.6,61.2,61.8,7.5,1,0,0,2.0,0,0,1,0,0,0,0,3
14,1.4,76.5,64.0,50.6,40.5,50.8,22.5,0,0,0,3.0,1,0,0,0,0,1,0,4
16,6.1,85.7,90.8,97.4,75.1,81.9,75.0,0,1,1,4.0,1,0,0,1,0,0,0,2
17,7.3,61.4,87.5,66.0,67.6,75.7,75.0,1,0,1,1.0,0,1,0,0,0,1,0,2
17,7.9,62.1,60.3,75.5,67.8,80.6,75.0,1,0,1,1.0,1,0,0,0,0,0,1,2
15,2.0,70.8,46.2,60.9,57.2,41.9,22.5,0,0,1,0.0,1,1,1,0,0,0,0,4
19,7.4,85.1,81.0,100.0,97.5,91.5,75.0,0,0,1,2.0,1,1,1,0,0,0,0,1
17,3.3,55.8,43.2,41.8,56.8,41.3,75.0,0,1,0,5.0,0,0,0,0,0,0,1,4
15,5.1,94.3,89.3,75.7,86.4,77.5,7.5,0,1,1,5.0,1,0,0,0,1,0,0,2
19,2.2,62.6,26.2,46.3,48.2,37.0,22.5,0,1,0,3.0,1,0,1,0,0,0,0,5
19,2.4,56.4,52.3,60.7,32.5,50.0,75.0,0,0,0,3.0,1,0,1,0,0,0,0,4
16,5.1,79.9,69.8,75.3,68.6,75.3,7.5,0,1,1,3.0,1,1,0,0,1,0,0,2
14,4.1,63.8,66.8,76.3,68.3,56.7,22.5,1,0,0,1.0,1,0,0,0,0,1,0,3
17,7.7,70.4,96.0,92.5,100.0,93.9,75.0,0,0,1,2.0,0,0,1,0,0,0,0,1
17,2.5,53.1,46.3,51.4,58.3,49.5,7.5,1,0,1,5.0,1,1,1,0,0,0,0,4
14,7.1,73.2,74.4,92.0,67.4,76.9,45.0,0,1,1,3.0,1,0,0,0,0,0,1,2
17,4.0,65.2,64.7,60.5,67.8,61.8,75.0,0,0,0,1.0,0,1,1,0,0,0,0,3
19,1.5,58.5,49.8,50.7,19.9,32.5,22.5,0,0,0,0.0,1,1,0,0,0,0,0,5
14,2.3,69.3,51.1,56.3,47.1,48.5,7.5,1,0,1,4.0,0,1,0,1,0,0,0,4
18,6.2,88.5,91.9,80.9,92.0,86.9,7.5,0,1,0,5.0,1,1,0,0,0,1,0,1
14,6.7,88.2,90.3,95.5,70.5,80.6,75.0,0,0,1,0.0,1,0,0,1,0,0,0,2
18,0.8,68.0,35.2,32.1,38.0,36.9,7.5,0,1,1,2.0,1,0,1,0,0,0,0,5
16,3.6,98.7,52.0,50.5,59.0,61.9,75.0,0,0,1,5.0,1,0,0,0,0,0,1,3
14,4.2,56.3,63.5,62.6,59.7,62.3,45.0,1,0,0,1.0,1,1,0,0,0,1,0,3
19,5.1,92.7,81.0,65.9,67.9,71.9,45.0,0,0,0,1.0,1,0,0,1,0,0,0,2
14,5.4,98.9,79.1,77.4,69.5,79.9,45.0,0,0,0,2.0,1,0,1,0,0,0,0,2
17,6.7,78.6,81.0,87.0,82.8,91.4,22.5,1,0,1,2.0,1,0,1,0,0,0,0,1
15,2.6,53.0,43.7,28.4,39.7,36.9,75.0,1,0,1,2.0,1,0,0,0,0,1,0,5
19,1.3,96.1,68.8,34.7,38.1,51.0,75.0,0,1,0,5.0,1,0,0,0,0,0,0,4
18,1.9,71.8,34.9,42.4,28.9,34.3,45.0,0,0,0,5.0,1,1,0,1,0,0,0,5
18,7.5,58.6,67.0,81.2,77.8,75.0,45.0,0,0,1,3.0,1,0,0,1,0,0,0,2
16,4.6,94.6,93.4,89.0,83.0,82.8,45.0,0,0,1,0.0,1,1,0,0,1,0,0,2
16,2.1,71.3,45.6,39.1,28.8,36.4,7.5,0,1,1,1.0,1,1,0,0,0,0,0,5
17,6.4,75.0,82.1,67.5,80.9,76.2,22.5,1,0,0,1.0,1,1,1,0,0,0,0,2
18,4.9,78.6,79.9,81.6,82.8,77.4,22.5,0,0,1,0.0,1,1,0,0,0,0,1,2
19,3.3,95.3,67.8,60.0,73.6,66.0,7.5,1,0,0,2.0,1,0,0,0,0,0,0,3
14,0.6,75.2,45.8,23.0,28.6,30.2,22.5,1,0,1,0.0,0,0,0,0,0,0,0,5
17,6.4,94.4,91.1,64.3,95.8,83.8,45.0,1,0,0,3.0,1,0,1,0,0,0,0,2
14,5.9,58.5,65.4,75.9,61.7,65.9,75.0,0,0,0,1.0,1,0,0,0,1,0,0,3
15,2.5,80.8,52.9,41.1,35.5,48.8,45.0,0,0,1,4.0,1,1,0,1,0,0,0,4
18,2.5,76.3,45.3,53.0,35.4,46.8,75.0,0,0,1,3.0,0,1,0,0,0,1,0,4
15,2.5,66.3,43.8,32.5,46.9,45.8,45.0,0,1,1,5.0,1,1,0,0,0,0,0,4
18,5.5,60.6,63.9,58.9,54.9,66.2,45.0,0,0,1,2.0,0,1,0,0,0,0,0,3
16,2.7,53.5,55.8,60.2,57.9,48.6,45.0,0,0,0,0.0,1,0,0,0,0,0,1,4
15,2.8,63.1,52.4,63.1,63.5,54.4,7.5,0,1,0,5.0,0,1,0,0,0,1,0,4
16,3.3,84.0,60.2,73.2,75.4,60.6,75.0,0,0,0,1.0,0,1,0,0,1,0,0,3
17,7.9,63.9,81.6,74.8,84.4,79.3,45.0,0,1,1,4.0,1,1,1,0,0,0,0,2
18,4.0,86.4,76.1,57.7,51.8,68.2,45.0,1,0,0,4.0,1,1,0,0,0,0,1,3
17,3.3,93.8,73.7,65.6,60.1,61.1,22.5,0,1,1,5.0,1,0,0,0,0,0,0,3
19,4.0,84.7,53.8,44.3,58.7,60.0,75.0,0,1,0,3.0,1,1,0,0,0,1,0,3
19,5.9,90.3,88.9,77.4,87.9,83.4,22.5,0,0,1,3.0,1,1,0,0,0,0,1,2
